"","id","loci","n.loci","dam","LLRdam","sire","LLRsire","absLLRtotal"
"50","adapter_trim.F2-B5-pH8.bam","CM084269_1_43528607.1, CM084264_1_75506833.0, CM084266_1_69793914.0, CM084264_1_70190068.0, CM084274_1_4694263.1, CM084275_1_19996655.0, CM084267_1_6421475.1, CM084266_1_57885157.1, CM084265_1_68869208.1, CM084275_1_675849.1, CM084278_1_32252684.0, CM084278_1_20600197.1, CM084271_1_19934424.1, CM084267_1_30270830.0, CM084269_1_15823423.1, CM084266_1_52832550.1, CM084271_1_344406.0, CM084278_1_20701460.0, CM084272_1_18193991.0, CM084274_1_4769088.0, CM084273_1_10424351.0, CM084274_1_3691337.0, CM084268_1_28845522.1, CM084275_1_39502454.1, CM084264_1_66522465.0, CM084268_1_24031324.1, CM084265_1_72368299.1, CM084274_1_4795062.1, CM084267_1_51248425.0, CM084266_1_68919260.1",30,"adapter_trim.F1-B25-pH8.bam",-0.36,"adapter_trim.F1-B5-pH8.bam",-0.78,1.14
"51","adapter_trim.F2-B8-pH8.bam","CM084269_1_43528607.1, CM084264_1_75506833.0, CM084266_1_69793914.0, CM084264_1_70190068.0, CM084274_1_4694263.1, CM084275_1_19996655.0, CM084267_1_6421475.1, CM084266_1_57885157.1, CM084265_1_68869208.1, CM084275_1_675849.1, CM084278_1_32252684.0, CM084278_1_20600197.1, CM084271_1_19934424.1, CM084267_1_30270830.0, CM084269_1_15823423.1, CM084266_1_52832550.1, CM084271_1_344406.0, CM084278_1_20701460.0, CM084272_1_18193991.0, CM084274_1_4769088.0, CM084273_1_10424351.0, CM084274_1_3691337.0, CM084268_1_28845522.1, CM084275_1_39502454.1, CM084264_1_66522465.0, CM084268_1_24031324.1, CM084265_1_72368299.1, CM084274_1_4795062.1, CM084267_1_51248425.0, CM084266_1_68919260.1",30,"adapter_trim.F1-B25-pH8.bam",0.04,"adapter_trim.F1-B8-pH8.bam",-0.2,0.24
"52","adapter_trim.F2-J126-pH8.bam","CM084275_1_39394528.1, CM084265_1_71831292.0, CM084269_1_40338566.0, CM084268_1_50681648.1, CM084264_1_74191573.0, CM084276_1_38559639.1, CM084277_1_28144351.0, CM084269_1_43525116.1, CM084277_1_1868381.1, CM084266_1_23321836.0, CM084266_1_68200825.1, CM084275_1_35722063.1, CM084270_1_1559641.0, CM084276_1_25809477.1, CM084268_1_3699577.1, CM084279_1_32652116.1, CM084272_1_43469474.0, CM084278_1_15228737.1, CM084275_1_39502454.1, CM084274_1_4694202.1, CM084266_1_71160169.0, CM084268_1_18519471.0, CM084265_1_8361562.0, CM084276_1_1856066.1, CM084264_1_70182851.0, CM084275_1_25393416.1, CM084266_1_62468799.0, CM084271_1_44070252.1, CM084275_1_529161.0, CM084264_1_72011634.1",30,"adapter_trim.F1-B15-pH8.bam",-0.35,"adapter_trim.F1-B7-pH8.bam",-0.2,0.55
"53","adapter_trim.F2-J143-pH8.bam","CM084275_1_39394528.1, CM084265_1_71831292.0, CM084269_1_40338566.0, CM084268_1_50681648.1, CM084264_1_74191573.0, CM084276_1_38559639.1, CM084277_1_28144351.0, CM084269_1_43525116.1, CM084277_1_1868381.1, CM084266_1_23321836.0, CM084266_1_68200825.1, CM084275_1_35722063.1, CM084270_1_1559641.0, CM084276_1_25809477.1, CM084268_1_3699577.1, CM084279_1_32652116.1, CM084272_1_43469474.0, CM084278_1_15228737.1, CM084275_1_39502454.1, CM084274_1_4694202.1, CM084266_1_71160169.0, CM084268_1_18519471.0, CM084265_1_8361562.0, CM084276_1_1856066.1, CM084264_1_70182851.0, CM084275_1_25393416.1, CM084266_1_62468799.0, CM084271_1_44070252.1, CM084275_1_529161.0, CM084264_1_72011634.1",30,"adapter_trim.F1-B21-pH8.bam",-0.31,"adapter_trim.F1-B7-pH8.bam",-0.24,0.55
"54","adapter_trim.F2-B16-pH8.bam","CM084275_1_39394528.1, CM084265_1_71831292.0, CM084269_1_40338566.0, CM084268_1_50681648.1, CM084264_1_74191573.0, CM084276_1_38559639.1, CM084277_1_28144351.0, CM084269_1_43525116.1, CM084277_1_1868381.1, CM084266_1_23321836.0, CM084266_1_68200825.1, CM084275_1_35722063.1, CM084270_1_1559641.0, CM084276_1_25809477.1, CM084268_1_3699577.1, CM084279_1_32652116.1, CM084272_1_43469474.0, CM084278_1_15228737.1, CM084275_1_39502454.1, CM084274_1_4694202.1, CM084266_1_71160169.0, CM084268_1_18519471.0, CM084265_1_8361562.0, CM084276_1_1856066.1, CM084264_1_70182851.0, CM084275_1_25393416.1, CM084266_1_62468799.0, CM084271_1_44070252.1, CM084275_1_529161.0, CM084264_1_72011634.1",30,"adapter_trim.F1-B25-pH8.bam",-0.22,"adapter_trim.F1-B11-pH8.bam",-0.46,0.68
"55","adapter_trim.F2-B3-pH8.bam","CM084277_1_30168106.0, CM084265_1_69007603.0, CM084275_1_25388576.0, CM084274_1_4862951.0, CM084275_1_39781020.0, CM084266_1_59364074.1, CM084264_1_74721232.0, CM084271_1_43817223.1, CM084268_1_50219227.1, CM084274_1_4694522.1, CM084264_1_72929492.1, CM084271_1_3814120.1, CM084278_1_23540722.1, CM084271_1_344406.0, CM084270_1_4921025.0, CM084265_1_794840.0, CM084272_1_33453891.0, CM084264_1_73152528.1, CM084264_1_72117233.0, CM084274_1_4863048.0, CM084271_1_37240198.0, CM084274_1_4869897.0, CM084272_1_43469575.0, CM084268_1_50224889.0, CM084270_1_8444546.0, CM084269_1_41819713.0, CM084272_1_18553681.0, CM084272_1_1584317.0, CM084273_1_42285577.0, CM084274_1_4778609.0",30,"adapter_trim.F1-B25-pH8.bam",-0.19,"adapter_trim.F1-B3-pH8.bam",-0.12,0.31
"56","adapter_trim.F2-B11-pH8.bam","CM084265_1_64735166.0, CM084268_1_3691160.1, CM084274_1_4708748.1, CM084264_1_66439628.1, CM084269_1_41809360.0, CM084264_1_70182858.1, CM084279_1_32673936.1, CM084274_1_4708735.0, CM084267_1_30270830.0, CM084266_1_70400406.0, CM084279_1_31409578.1, CM084266_1_23321803.0, CM084275_1_40706324.1, CM084271_1_3821269.0, CM084264_1_73309412.1, CM084268_1_28845782.0, CM084265_1_71796317.0, CM084267_1_51919009.1, CM084274_1_4778496.1, CM084277_1_30953033.0, CM084264_1_74076720.0, CM084266_1_66832562.1, CM084272_1_18192676.1, CM084268_1_28851913.1, CM084264_1_69902275.0, CM084274_1_4734039.0, CM084266_1_58086170.1, CM084266_1_50301524.1, CM084269_1_42862704.1, CM084266_1_68960355.1",30,"adapter_trim.F1-B21-pH8.bam",-0.22,"adapter_trim.F1-B10-pH8.bam",-0.15,0.37
"57","adapter_trim.F2-J142-pH8.bam","CM084265_1_64196855.1, CM084273_1_214008.1, CM084278_1_22657588.0, CM084277_1_29780644.0, CM084267_1_5165693.1, CM084265_1_58530104.1, CM084266_1_70530691.0, CM084267_1_51242798.1, CM084272_1_33607000.1, CM084265_1_71795197.1, CM084266_1_46766313.0, CM084277_1_30027552.0, CM084264_1_69271984.0, CM084276_1_38775924.0, CM084268_1_49721957.0, CM084266_1_50301553.0, CM084271_1_26325720.1, CM084278_1_23542095.1, CM084272_1_29972645.1, CM084271_1_344606.0, CM084269_1_35627230.1, CM084276_1_25809541.0, CM084264_1_64269877.0, CM084272_1_1596807.0, CM084277_1_36521175.1, CM084273_1_31864457.0, CM084275_1_19996650.1, CM084277_1_30953078.0, CM084279_1_32666410.0, CM084276_1_37987468.0",30,"adapter_trim.F1-B8-pH8.bam",-0.11,"adapter_trim.F1-B7-pH8.bam",-0.33,0.44
"58","adapter_trim.F2-J84-pH8.bam","CM084265_1_64196855.1, CM084273_1_214008.1, CM084278_1_22657588.0, CM084277_1_29780644.0, CM084267_1_5165693.1, CM084265_1_58530104.1, CM084266_1_70530691.0, CM084267_1_51242798.1, CM084272_1_33607000.1, CM084265_1_71795197.1, CM084266_1_46766313.0, CM084277_1_30027552.0, CM084264_1_69271984.0, CM084276_1_38775924.0, CM084268_1_49721957.0, CM084266_1_50301553.0, CM084271_1_26325720.1, CM084278_1_23542095.1, CM084272_1_29972645.1, CM084271_1_344606.0, CM084269_1_35627230.1, CM084276_1_25809541.0, CM084264_1_64269877.0, CM084272_1_1596807.0, CM084277_1_36521175.1, CM084273_1_31864457.0, CM084275_1_19996650.1, CM084277_1_30953078.0, CM084279_1_32666410.0, CM084276_1_37987468.0",30,"adapter_trim.F1-B20-pH8.bam",-0.32,"adapter_trim.F1-B9-pH8.bam",-0.12,0.44
"59","adapter_trim.F2-B12-pH8.bam","CM084265_1_64196855.1, CM084273_1_214008.1, CM084278_1_22657588.0, CM084277_1_29780644.0, CM084267_1_5165693.1, CM084265_1_58530104.1, CM084266_1_70530691.0, CM084267_1_51242798.1, CM084272_1_33607000.1, CM084265_1_71795197.1, CM084266_1_46766313.0, CM084277_1_30027552.0, CM084264_1_69271984.0, CM084276_1_38775924.0, CM084268_1_49721957.0, CM084266_1_50301553.0, CM084271_1_26325720.1, CM084278_1_23542095.1, CM084272_1_29972645.1, CM084271_1_344606.0, CM084269_1_35627230.1, CM084276_1_25809541.0, CM084264_1_64269877.0, CM084272_1_1596807.0, CM084277_1_36521175.1, CM084273_1_31864457.0, CM084275_1_19996650.1, CM084277_1_30953078.0, CM084279_1_32666410.0, CM084276_1_37987468.0",30,"adapter_trim.F1-B15-pH8.bam",-0.16,"adapter_trim.F1-B4-pH8.bam",-0.4,0.56
"60","adapter_trim.F2-B13-pH8.bam","CM084265_1_64196855.1, CM084273_1_214008.1, CM084278_1_22657588.0, CM084277_1_29780644.0, CM084267_1_5165693.1, CM084265_1_58530104.1, CM084266_1_70530691.0, CM084267_1_51242798.1, CM084272_1_33607000.1, CM084265_1_71795197.1, CM084266_1_46766313.0, CM084277_1_30027552.0, CM084264_1_69271984.0, CM084276_1_38775924.0, CM084268_1_49721957.0, CM084266_1_50301553.0, CM084271_1_26325720.1, CM084278_1_23542095.1, CM084272_1_29972645.1, CM084271_1_344606.0, CM084269_1_35627230.1, CM084276_1_25809541.0, CM084264_1_64269877.0, CM084272_1_1596807.0, CM084277_1_36521175.1, CM084273_1_31864457.0, CM084275_1_19996650.1, CM084277_1_30953078.0, CM084279_1_32666410.0, CM084276_1_37987468.0",30,"adapter_trim.F1-B8-pH8.bam",-0.1,"adapter_trim.F1-B5-pH8.bam",-0.4,0.5
"61","adapter_trim.F2-J107-pH8.bam","CM084270_1_4921018.0, CM084276_1_1856904.0, CM084268_1_28855794.1, CM084266_1_50301503.0, CM084271_1_12812951.1, CM084275_1_35717367.0, CM084266_1_69314168.0, CM084265_1_72071366.0, CM084264_1_73291573.1, CM084266_1_57888640.1, CM084265_1_71831401.1, CM084265_1_68714893.1, CM084275_1_35722058.1, CM084274_1_4785935.0, CM084268_1_9292474.0, CM084266_1_68515581.1, CM084274_1_4862951.0, CM084269_1_1558052.0, CM084265_1_60215543.0, CM084276_1_1856094.1, CM084271_1_3821125.0, CM084266_1_69806294.1, CM084279_1_33759516.0, CM084271_1_344491.0, CM084277_1_31296172.1, CM084267_1_8118654.1, CM084277_1_31027256.1, CM084265_1_71265314.1, CM084264_1_70355125.1, CM084272_1_33503418.1",30,"adapter_trim.F1-B21-pH8.bam",-0.21,"adapter_trim.F1-B5-pH8.bam",-0.21,0.42
"62","adapter_trim.F2-J143-pH8.bam","CM084270_1_4921018.0, CM084276_1_1856904.0, CM084268_1_28855794.1, CM084266_1_50301503.0, CM084271_1_12812951.1, CM084275_1_35717367.0, CM084266_1_69314168.0, CM084265_1_72071366.0, CM084264_1_73291573.1, CM084266_1_57888640.1, CM084265_1_71831401.1, CM084265_1_68714893.1, CM084275_1_35722058.1, CM084274_1_4785935.0, CM084268_1_9292474.0, CM084266_1_68515581.1, CM084274_1_4862951.0, CM084269_1_1558052.0, CM084265_1_60215543.0, CM084276_1_1856094.1, CM084271_1_3821125.0, CM084266_1_69806294.1, CM084279_1_33759516.0, CM084271_1_344491.0, CM084277_1_31296172.1, CM084267_1_8118654.1, CM084277_1_31027256.1, CM084265_1_71265314.1, CM084264_1_70355125.1, CM084272_1_33503418.1",30,"adapter_trim.F1-B20-pH8.bam",-0.44,"adapter_trim.F1-B5-pH8.bam",-0.18,0.62
"63","adapter_trim.F2-J141-pH8.bam","CM084265_1_70595162.1, CM084264_1_8099096.1, CM084268_1_2720940.1, CM084269_1_43528587.1, CM084272_1_1894276.0, CM084276_1_11709759.0, CM084268_1_3691150.1, CM084267_1_3748455.1, CM084264_1_69861978.0, CM084272_1_33607000.1, CM084267_1_6420915.1, CM084271_1_379038.0, CM084274_1_4695002.0, CM084264_1_74989689.0, CM084276_1_38785504.1, CM084266_1_70396245.0, CM084264_1_69294926.1, CM084273_1_31863792.0, CM084269_1_46688879.0, CM084271_1_3821269.0, CM084264_1_70466152.0, CM084269_1_15806965.1, CM084264_1_68688988.0, CM084274_1_4862958.0, CM084271_1_39685141.1, CM084271_1_44104300.1, CM084270_1_46590815.1, CM084274_1_3692513.1, CM084265_1_64586069.0, CM084268_1_28855779.1",30,"adapter_trim.F1-B25-pH8.bam",-0.11,"adapter_trim.F1-B1-pH8.bam",0.01,0.12
"64","adapter_trim.F2-B3-pH8.bam","CM084265_1_70595162.1, CM084264_1_8099096.1, CM084268_1_2720940.1, CM084269_1_43528587.1, CM084272_1_1894276.0, CM084276_1_11709759.0, CM084268_1_3691150.1, CM084267_1_3748455.1, CM084264_1_69861978.0, CM084272_1_33607000.1, CM084267_1_6420915.1, CM084271_1_379038.0, CM084274_1_4695002.0, CM084264_1_74989689.0, CM084276_1_38785504.1, CM084266_1_70396245.0, CM084264_1_69294926.1, CM084273_1_31863792.0, CM084269_1_46688879.0, CM084271_1_3821269.0, CM084264_1_70466152.0, CM084269_1_15806965.1, CM084264_1_68688988.0, CM084274_1_4862958.0, CM084271_1_39685141.1, CM084271_1_44104300.1, CM084270_1_46590815.1, CM084274_1_3692513.1, CM084265_1_64586069.0, CM084268_1_28855779.1",30,"adapter_trim.F1-B8-pH8.bam",-0.48,"adapter_trim.F1-B4-pH8.bam",-0.27,0.75
"65","adapter_trim.F2-J107-pH8.bam","CM084276_1_38117403.1, CM084278_1_22654264.1, CM084269_1_45310961.0, CM084277_1_29781979.1, CM084274_1_4709093.0, CM084268_1_49719731.1, CM084277_1_30953057.0, CM084268_1_50679553.1, CM084279_1_1073400.0, CM084265_1_65233014.0, CM084275_1_38169337.1, CM084265_1_786811.0, CM084264_1_70173621.1, CM084276_1_20156972.0, CM084269_1_4628639.1, CM084264_1_71816897.1, CM084270_1_47077595.0, CM084275_1_327935.0, CM084266_1_64723799.0, CM084276_1_37352420.0, CM084264_1_75278300.1, CM084276_1_38117387.1, CM084274_1_4792243.1, CM084274_1_4868380.0, CM084270_1_4751853.1, CM084277_1_10417489.1, CM084274_1_4792352.1, CM084274_1_4863861.0, CM084266_1_64164269.1, CM084272_1_11675288.0",30,"adapter_trim.F1-B21-pH8.bam",-0.09,"adapter_trim.F1-B7-pH8.bam",-0.12,0.21
"66","adapter_trim.F2-J125-pH8.bam","CM084276_1_38117403.1, CM084278_1_22654264.1, CM084269_1_45310961.0, CM084277_1_29781979.1, CM084274_1_4709093.0, CM084268_1_49719731.1, CM084277_1_30953057.0, CM084268_1_50679553.1, CM084279_1_1073400.0, CM084265_1_65233014.0, CM084275_1_38169337.1, CM084265_1_786811.0, CM084264_1_70173621.1, CM084276_1_20156972.0, CM084269_1_4628639.1, CM084264_1_71816897.1, CM084270_1_47077595.0, CM084275_1_327935.0, CM084266_1_64723799.0, CM084276_1_37352420.0, CM084264_1_75278300.1, CM084276_1_38117387.1, CM084274_1_4792243.1, CM084274_1_4868380.0, CM084270_1_4751853.1, CM084277_1_10417489.1, CM084274_1_4792352.1, CM084274_1_4863861.0, CM084266_1_64164269.1, CM084272_1_11675288.0",30,"adapter_trim.F1-B21-pH8.bam",-0.32,"adapter_trim.F1-B11-pH8.bam",-0.17,0.49
"67","adapter_trim.F2-J142-pH8.bam","CM084277_1_29782029.1, CM084265_1_58036330.1, CM084264_1_6990362.1, CM084266_1_23295280.0, CM084269_1_43524104.0, CM084268_1_50202339.1, CM084271_1_1033797.0, CM084275_1_35722051.1, CM084271_1_39685141.1, CM084264_1_48147317.0, CM084264_1_73929737.0, CM084275_1_25388529.0, CM084268_1_42009.1, CM084276_1_38072633.1, CM084279_1_1060874.1, CM084276_1_38552504.1, CM084279_1_1073128.0, CM084267_1_2309126.0, CM084270_1_42348999.0, CM084274_1_4709677.1, CM084274_1_5120654.0, CM084268_1_50323442.0, CM084271_1_43868179.0, CM084270_1_8242309.1, CM084267_1_5165711.1, CM084265_1_72071409.0, CM084264_1_70182851.1, CM084279_1_1070763.1, CM084268_1_50739136.1, CM084270_1_32126724.0",30,"adapter_trim.F1-B15-pH8.bam",-0.26,"adapter_trim.F1-B9-pH8.bam",-0.39,0.65
"68","adapter_trim.F2-J147-pH8.bam","CM084277_1_29782029.1, CM084265_1_58036330.1, CM084264_1_6990362.1, CM084266_1_23295280.0, CM084269_1_43524104.0, CM084268_1_50202339.1, CM084271_1_1033797.0, CM084275_1_35722051.1, CM084271_1_39685141.1, CM084264_1_48147317.0, CM084264_1_73929737.0, CM084275_1_25388529.0, CM084268_1_42009.1, CM084276_1_38072633.1, CM084279_1_1060874.1, CM084276_1_38552504.1, CM084279_1_1073128.0, CM084267_1_2309126.0, CM084270_1_42348999.0, CM084274_1_4709677.1, CM084274_1_5120654.0, CM084268_1_50323442.0, CM084271_1_43868179.0, CM084270_1_8242309.1, CM084267_1_5165711.1, CM084265_1_72071409.0, CM084264_1_70182851.1, CM084279_1_1070763.1, CM084268_1_50739136.1, CM084270_1_32126724.0",30,"adapter_trim.F1-B21-pH8.bam",-0.11,"adapter_trim.F1-B9-pH8.bam",-0.54,0.65
"69","adapter_trim.F2-B12-pH8.bam","CM084277_1_29782029.1, CM084265_1_58036330.1, CM084264_1_6990362.1, CM084266_1_23295280.0, CM084269_1_43524104.0, CM084268_1_50202339.1, CM084271_1_1033797.0, CM084275_1_35722051.1, CM084271_1_39685141.1, CM084264_1_48147317.0, CM084264_1_73929737.0, CM084275_1_25388529.0, CM084268_1_42009.1, CM084276_1_38072633.1, CM084279_1_1060874.1, CM084276_1_38552504.1, CM084279_1_1073128.0, CM084267_1_2309126.0, CM084270_1_42348999.0, CM084274_1_4709677.1, CM084274_1_5120654.0, CM084268_1_50323442.0, CM084271_1_43868179.0, CM084270_1_8242309.1, CM084267_1_5165711.1, CM084265_1_72071409.0, CM084264_1_70182851.1, CM084279_1_1070763.1, CM084268_1_50739136.1, CM084270_1_32126724.0",30,"adapter_trim.F1-B25-pH8.bam",0.08,"adapter_trim.F1-B11-pH8.bam",0.01,0.09
"70","adapter_trim.F2-J145-pH8.bam","CM084276_1_37355346.0, CM084264_1_8112674.1, CM084268_1_50739136.0, CM084265_1_72636296.0, CM084275_1_39502374.1, CM084264_1_70182851.0, CM084267_1_2908852.0, CM084274_1_4694578.1, CM084274_1_3691747.0, CM084275_1_20000943.0, CM084269_1_42862718.1, CM084278_1_30230906.0, CM084274_1_43102349.1, CM084270_1_13944196.0, CM084276_1_11709760.0, CM084273_1_31865230.0, CM084270_1_15641798.0, CM084271_1_44086137.0, CM084268_1_9292468.0, CM084274_1_4795049.1, CM084274_1_4727166.0, CM084268_1_18519471.1, CM084265_1_69004202.0, CM084272_1_18574380.0, CM084271_1_1054026.0, CM084269_1_4636883.0, CM084278_1_8558566.1, CM084276_1_2874135.0, CM084276_1_38285682.1, CM084265_1_794840.1",30,"adapter_trim.F1-B20-pH8.bam",-0.2,"adapter_trim.F1-B11-pH8.bam",-0.37,0.57
"71","adapter_trim.F2-J146-pH8.bam","CM084276_1_37355346.0, CM084264_1_8112674.1, CM084268_1_50739136.0, CM084265_1_72636296.0, CM084275_1_39502374.1, CM084264_1_70182851.0, CM084267_1_2908852.0, CM084274_1_4694578.1, CM084274_1_3691747.0, CM084275_1_20000943.0, CM084269_1_42862718.1, CM084278_1_30230906.0, CM084274_1_43102349.1, CM084270_1_13944196.0, CM084276_1_11709760.0, CM084273_1_31865230.0, CM084270_1_15641798.0, CM084271_1_44086137.0, CM084268_1_9292468.0, CM084274_1_4795049.1, CM084274_1_4727166.0, CM084268_1_18519471.1, CM084265_1_69004202.0, CM084272_1_18574380.0, CM084271_1_1054026.0, CM084269_1_4636883.0, CM084278_1_8558566.1, CM084276_1_2874135.0, CM084276_1_38285682.1, CM084265_1_794840.1",30,"adapter_trim.F1-B25-pH8.bam",0.11,"adapter_trim.F1-B4-pH8.bam",-0.11,0.22
"72","adapter_trim.F2-B1-pH8.bam","CM084276_1_37355346.0, CM084264_1_8112674.1, CM084268_1_50739136.0, CM084265_1_72636296.0, CM084275_1_39502374.1, CM084264_1_70182851.0, CM084267_1_2908852.0, CM084274_1_4694578.1, CM084274_1_3691747.0, CM084275_1_20000943.0, CM084269_1_42862718.1, CM084278_1_30230906.0, CM084274_1_43102349.1, CM084270_1_13944196.0, CM084276_1_11709760.0, CM084273_1_31865230.0, CM084270_1_15641798.0, CM084271_1_44086137.0, CM084268_1_9292468.0, CM084274_1_4795049.1, CM084274_1_4727166.0, CM084268_1_18519471.1, CM084265_1_69004202.0, CM084272_1_18574380.0, CM084271_1_1054026.0, CM084269_1_4636883.0, CM084278_1_8558566.1, CM084276_1_2874135.0, CM084276_1_38285682.1, CM084265_1_794840.1",30,"adapter_trim.F1-B20-pH8.bam",-0.36,"adapter_trim.F1-B11-pH8.bam",-0.36,0.72
"73","adapter_trim.F2-J143-pH8.bam","CM084265_1_794843.0, CM084267_1_52896140.0, CM084264_1_61167140.0, CM084276_1_2874135.0, CM084269_1_35627054.1, CM084275_1_667604.0, CM084272_1_33497675.0, CM084278_1_20734376.0, CM084266_1_68661534.0, CM084269_1_43528587.1, CM084268_1_2713890.0, CM084264_1_70181718.1, CM084273_1_31862787.1, CM084265_1_68074592.1, CM084272_1_1307854.0, CM084264_1_69861955.0, CM084265_1_72074244.1, CM084272_1_36474160.0, CM084266_1_67098131.1, CM084264_1_73291573.0, CM084274_1_4734036.0, CM084268_1_24031433.0, CM084264_1_34293018.1, CM084276_1_38072621.1, CM084265_1_72926026.0, CM084266_1_68319474.0, CM084270_1_9408154.0, CM084264_1_2740163.1, CM084278_1_25832327.1, CM084275_1_524618.1",30,"adapter_trim.F1-B25-pH8.bam",-0.59,"adapter_trim.F1-B8-pH8.bam",-0.13,0.72
"74","adapter_trim.F2-J147-pH8.bam","CM084266_1_69141161.1, CM084266_1_57888582.0, CM084277_1_10628755.0, CM084279_1_33759516.1, CM084264_1_70190075.0, CM084272_1_33597658.1, CM084268_1_273292.0, CM084265_1_73060663.0, CM084271_1_43547024.1, CM084273_1_31863606.0, CM084276_1_935739.0, CM084269_1_15798323.1, CM084268_1_3261991.0, CM084269_1_15812959.1, CM084265_1_72368299.0, CM084277_1_5804551.0, CM084274_1_42859635.1, CM084272_1_33453618.0, CM084271_1_3819548.1, CM084273_1_32683023.0, CM084269_1_15823954.0, CM084276_1_20157071.1, CM084278_1_16767343.0, CM084272_1_2072764.0, CM084278_1_23536923.1, CM084275_1_25393416.1, CM084268_1_28845782.1, CM084269_1_15812959.0, CM084274_1_5566177.0, CM084267_1_9175848.1",30,"adapter_trim.F1-B20-pH8.bam",-0.21,"adapter_trim.F1-B5-pH8.bam",-0.33,0.54
"75","adapter_trim.F2-B1-pH8.bam","CM084274_1_4795062.1, CM084268_1_3710137.0, CM084267_1_52092644.0, CM084277_1_5803945.1, CM084272_1_33453681.1, CM084275_1_25397320.1, CM084264_1_70173615.1, CM084264_1_75278300.1, CM084270_1_46587607.1, CM084274_1_4674050.0, CM084278_1_22657612.1, CM084272_1_1311984.1, CM084268_1_2706209.1, CM084274_1_4785921.1, CM084277_1_36521175.0, CM084264_1_73311149.1, CM084274_1_4795112.0, CM084278_1_22665042.0, CM084264_1_73926180.0, CM084269_1_1556175.0, CM084278_1_281238.0, CM084279_1_1070264.0, CM084265_1_61648709.1, CM084273_1_31863691.0, CM084272_1_43469474.0, CM084275_1_25388888.1, CM084271_1_44090328.1, CM084269_1_47265482.0, CM084276_1_1849333.1, CM084272_1_1894276.1",30,"adapter_trim.F1-B21-pH8.bam",-0.29,"adapter_trim.F1-B9-pH8.bam",-0.15,0.44
"76","adapter_trim.F2-B13-pH8.bam","CM084275_1_25393709.0, CM084266_1_71149023.1, CM084269_1_15823421.0, CM084276_1_38559646.1, CM084265_1_71827811.0, CM084266_1_57888742.1, CM084264_1_70188213.1, CM084269_1_46692099.0, CM084268_1_18519472.0, CM084266_1_69547380.1, CM084272_1_29973150.1, CM084274_1_5566177.0, CM084275_1_39776469.0, CM084274_1_4723647.0, CM084279_1_1064676.1, CM084266_1_71224927.0, CM084274_1_4773495.0, CM084266_1_64726664.0, CM084276_1_1847305.1, CM084267_1_3748455.0, CM084274_1_4695098.0, CM084273_1_42294202.0, CM084268_1_4026799.1, CM084273_1_42285391.0, CM084266_1_61737001.0, CM084266_1_57885009.0, CM084264_1_34293018.1, CM084275_1_38169321.0, CM084266_1_58111750.0, CM084269_1_45420483.1",30,"adapter_trim.F1-B8-pH8.bam",-0.68,"adapter_trim.F1-B1-pH8.bam",-0.4,1.08
"77","adapter_trim.F2-J127-pH8.bam","CM084266_1_57882573.1, CM084275_1_272975.1, CM084275_1_35720341.0, CM084268_1_50681646.0, CM084271_1_337322.1, CM084277_1_30953033.0, CM084265_1_72071374.0, CM084266_1_23296704.0, CM084271_1_3807705.1, CM084267_1_52593733.0, CM084276_1_38558690.0, CM084275_1_25393266.0, CM084268_1_28851913.0, CM084268_1_50225017.1, CM084268_1_28845782.1, CM084264_1_34293018.1, CM084265_1_68074267.1, CM084268_1_24031324.1, CM084270_1_42348998.0, CM084265_1_68806425.1, CM084264_1_34294476.1, CM084267_1_11257244.1, CM084276_1_25809361.1, CM084274_1_3691337.1, CM084279_1_32673936.1, CM084264_1_69298657.0, CM084265_1_68798193.0, CM084264_1_15073604.0, CM084274_1_4796871.0, CM084279_1_31073068.1",30,"adapter_trim.F1-B21-pH8.bam",0,"adapter_trim.F1-B5-pH8.bam",-0.48,0.48
"78","adapter_trim.F2-J146-pH8.bam","CM084266_1_57882573.1, CM084275_1_272975.1, CM084275_1_35720341.0, CM084268_1_50681646.0, CM084271_1_337322.1, CM084277_1_30953033.0, CM084265_1_72071374.0, CM084266_1_23296704.0, CM084271_1_3807705.1, CM084267_1_52593733.0, CM084276_1_38558690.0, CM084275_1_25393266.0, CM084268_1_28851913.0, CM084268_1_50225017.1, CM084268_1_28845782.1, CM084264_1_34293018.1, CM084265_1_68074267.1, CM084268_1_24031324.1, CM084270_1_42348998.0, CM084265_1_68806425.1, CM084264_1_34294476.1, CM084267_1_11257244.1, CM084276_1_25809361.1, CM084274_1_3691337.1, CM084279_1_32673936.1, CM084264_1_69298657.0, CM084265_1_68798193.0, CM084264_1_15073604.0, CM084274_1_4796871.0, CM084279_1_31073068.1",30,"adapter_trim.F1-B25-pH8.bam",-0.05,"adapter_trim.F1-B8-pH8.bam",-0.36,0.41
