"","id","loci","n.loci","dam","LLRdam","sire","LLRsire","absLLRtotal"
"108","adapter_trim.F2-B3-pH8.bam","CM084268_1_22932625.1, CM084274_1_4694254.1, CM084269_1_15799403.1, CM084275_1_120808.1, CM084266_1_66483893.0, CM084277_1_30027539.0, CM084267_1_51248426.1, CM084269_1_45438488.1, CM084264_1_61167189.1, CM084276_1_38552579.1, CM084265_1_71265328.0, CM084268_1_28845513.0, CM084267_1_832141.0, CM084271_1_37244938.0, CM084269_1_40338566.0, CM084269_1_43525146.0, CM084270_1_12307511.1, CM084271_1_30532401.1, CM084274_1_4694239.1, CM084272_1_1307854.0, CM084273_1_31864421.0, CM084267_1_8118540.1, CM084269_1_35642171.1, CM084271_1_379011.1, CM084267_1_6421243.0, CM084278_1_16774412.0, CM084266_1_69625503.0, CM084273_1_42252907.0, CM084270_1_46588162.1, CM084266_1_68515581.1",30,"adapter_trim.F1-B15-pH8.bam",-0.03,"adapter_trim.F1-B7-pH8.bam",-0.26,0.29
"109","adapter_trim.F2-J127-pH8.bam","CM084266_1_57884809.0, CM084274_1_4723647.1, CM084277_1_29780894.1, CM084276_1_25807604.0, CM084267_1_2163704.0, CM084275_1_667184.1, CM084265_1_66146092.0, CM084279_1_10151201.0, CM084264_1_70456947.1, CM084275_1_35722074.0, CM084268_1_50679518.1, CM084278_1_16767353.0, CM084278_1_15228710.1, CM084265_1_69007607.0, CM084264_1_70355057.1, CM084265_1_46089269.0, CM084278_1_20689098.0, CM084266_1_68320526.1, CM084269_1_4635012.1, CM084276_1_38788200.0, CM084275_1_38995254.1, CM084274_1_4686930.0, CM084276_1_38117392.1, CM084268_1_3699577.1, CM084273_1_31862042.1, CM084275_1_39780930.1, CM084266_1_69141202.1, CM084279_1_32673936.0, CM084279_1_33014997.0, CM084271_1_26325716.0",30,"adapter_trim.F1-B8-pH8.bam",-0.62,"adapter_trim.F1-B9-pH8.bam",-0.3,0.92
"110","adapter_trim.F2-J147-pH8.bam","CM084266_1_57884809.0, CM084274_1_4723647.1, CM084277_1_29780894.1, CM084276_1_25807604.0, CM084267_1_2163704.0, CM084275_1_667184.1, CM084265_1_66146092.0, CM084279_1_10151201.0, CM084264_1_70456947.1, CM084275_1_35722074.0, CM084268_1_50679518.1, CM084278_1_16767353.0, CM084278_1_15228710.1, CM084265_1_69007607.0, CM084264_1_70355057.1, CM084265_1_46089269.0, CM084278_1_20689098.0, CM084266_1_68320526.1, CM084269_1_4635012.1, CM084276_1_38788200.0, CM084275_1_38995254.1, CM084274_1_4686930.0, CM084276_1_38117392.1, CM084268_1_3699577.1, CM084273_1_31862042.1, CM084275_1_39780930.1, CM084266_1_69141202.1, CM084279_1_32673936.0, CM084279_1_33014997.0, CM084271_1_26325716.0",30,"adapter_trim.F1-B8-pH8.bam",-0.45,"adapter_trim.F1-B7-pH8.bam",-0.24,0.69
"111","adapter_trim.F2-J84-pH8.bam","CM084266_1_57884809.0, CM084274_1_4723647.1, CM084277_1_29780894.1, CM084276_1_25807604.0, CM084267_1_2163704.0, CM084275_1_667184.1, CM084265_1_66146092.0, CM084279_1_10151201.0, CM084264_1_70456947.1, CM084275_1_35722074.0, CM084268_1_50679518.1, CM084278_1_16767353.0, CM084278_1_15228710.1, CM084265_1_69007607.0, CM084264_1_70355057.1, CM084265_1_46089269.0, CM084278_1_20689098.0, CM084266_1_68320526.1, CM084269_1_4635012.1, CM084276_1_38788200.0, CM084275_1_38995254.1, CM084274_1_4686930.0, CM084276_1_38117392.1, CM084268_1_3699577.1, CM084273_1_31862042.1, CM084275_1_39780930.1, CM084266_1_69141202.1, CM084279_1_32673936.0, CM084279_1_33014997.0, CM084271_1_26325716.0",30,"adapter_trim.F1-B25-pH8.bam",-0.46,"adapter_trim.F1-B5-pH8.bam",-0.33,0.79
"112","adapter_trim.F2-J89-pH8.bam","CM084266_1_57884809.0, CM084274_1_4723647.1, CM084277_1_29780894.1, CM084276_1_25807604.0, CM084267_1_2163704.0, CM084275_1_667184.1, CM084265_1_66146092.0, CM084279_1_10151201.0, CM084264_1_70456947.1, CM084275_1_35722074.0, CM084268_1_50679518.1, CM084278_1_16767353.0, CM084278_1_15228710.1, CM084265_1_69007607.0, CM084264_1_70355057.1, CM084265_1_46089269.0, CM084278_1_20689098.0, CM084266_1_68320526.1, CM084269_1_4635012.1, CM084276_1_38788200.0, CM084275_1_38995254.1, CM084274_1_4686930.0, CM084276_1_38117392.1, CM084268_1_3699577.1, CM084273_1_31862042.1, CM084275_1_39780930.1, CM084266_1_69141202.1, CM084279_1_32673936.0, CM084279_1_33014997.0, CM084271_1_26325716.0",30,"adapter_trim.F1-B15-pH8.bam",-0.11,"adapter_trim.F1-B10-pH8.bam",-0.31,0.42
"113","adapter_trim.F2-B1-pH8.bam","CM084266_1_57884809.0, CM084274_1_4723647.1, CM084277_1_29780894.1, CM084276_1_25807604.0, CM084267_1_2163704.0, CM084275_1_667184.1, CM084265_1_66146092.0, CM084279_1_10151201.0, CM084264_1_70456947.1, CM084275_1_35722074.0, CM084268_1_50679518.1, CM084278_1_16767353.0, CM084278_1_15228710.1, CM084265_1_69007607.0, CM084264_1_70355057.1, CM084265_1_46089269.0, CM084278_1_20689098.0, CM084266_1_68320526.1, CM084269_1_4635012.1, CM084276_1_38788200.0, CM084275_1_38995254.1, CM084274_1_4686930.0, CM084276_1_38117392.1, CM084268_1_3699577.1, CM084273_1_31862042.1, CM084275_1_39780930.1, CM084266_1_69141202.1, CM084279_1_32673936.0, CM084279_1_33014997.0, CM084271_1_26325716.0",30,"adapter_trim.F1-B20-pH8.bam",-0.34,"adapter_trim.F1-B4-pH8.bam",-0.25,0.59
"114","adapter_trim.F2-B12-pH8.bam","CM084278_1_5142968.1, CM084271_1_44190489.0, CM084274_1_4864709.0, CM084274_1_4863965.1, CM084273_1_21179270.1, CM084276_1_38943253.0, CM084269_1_1567129.0, CM084268_1_28845816.0, CM084276_1_38943253.0, CM084276_1_59031.1, CM084271_1_1052235.0, CM084264_1_72118705.0, CM084271_1_344606.1, CM084270_1_15641798.0, CM084267_1_2081904.1, CM084266_1_64164269.0, CM084267_1_727876.1, CM084272_1_2073148.0, CM084269_1_1577711.0, CM084268_1_1508049.0, CM084265_1_61648602.1, CM084269_1_15799434.1, CM084274_1_4789233.0, CM084265_1_71899680.0, CM084264_1_72113815.0, CM084275_1_29098876.0, CM084271_1_1033792.0, CM084268_1_2717677.1, CM084274_1_4788669.0, CM084268_1_50693763.1",30,"adapter_trim.F1-B15-pH8.bam",-0.63,"adapter_trim.F1-B5-pH8.bam",-0.29,0.92
"115","adapter_trim.F2-B15-pH8.bam","CM084266_1_65571765.0, CM084266_1_69314168.0, CM084265_1_70798989.1, CM084264_1_26771521.1, CM084274_1_4726242.0, CM084266_1_70707506.0, CM084267_1_52896140.0, CM084267_1_9176202.1, CM084274_1_4708834.1, CM084271_1_3821125.0, CM084266_1_70531188.1, CM084264_1_34300494.1, CM084275_1_661848.1, CM084271_1_760000.1, CM084266_1_1230887.1, CM084269_1_43524691.1, CM084265_1_46089269.1, CM084264_1_73926179.1, CM084264_1_70174612.1, CM084266_1_57882573.1, CM084274_1_4793445.0, CM084266_1_50301524.1, CM084274_1_4863903.1, CM084271_1_3807705.1, CM084274_1_4694916.1, CM084264_1_70355125.0, CM084265_1_69924624.1, CM084274_1_6125439.1, CM084277_1_30611563.1, CM084274_1_4795086.0",30,"adapter_trim.F1-B21-pH8.bam",0.1,"adapter_trim.F1-B4-pH8.bam",-0.31,0.41
"116","adapter_trim.F2-J123-pH8.bam","CM084276_1_771556.1, CM084265_1_70594980.1, CM084273_1_7839417.0, CM084269_1_15799430.0, CM084268_1_24031315.1, CM084276_1_2841292.1, CM084266_1_58087794.0, CM084266_1_64725871.0, CM084275_1_312961.1, CM084277_1_4875961.0, CM084270_1_47076332.0, CM084266_1_69625503.1, CM084278_1_24948349.0, CM084271_1_218791.0, CM084268_1_37774069.0, CM084271_1_289999.1, CM084276_1_771542.0, CM084275_1_23083657.1, CM084279_1_32917232.1, CM084265_1_72368147.0, CM084271_1_344493.0, CM084265_1_70595162.0, CM084270_1_4751853.1, CM084279_1_32640622.0, CM084266_1_68910397.0, CM084273_1_42285571.1, CM084275_1_39500153.0, CM084277_1_29780894.1, CM084274_1_4773522.0, CM084276_1_1856078.1",30,"adapter_trim.F1-B21-pH8.bam",-0.06,"adapter_trim.F1-B7-pH8.bam",-0.2,0.26
"117","adapter_trim.F2-J142-pH8.bam","CM084276_1_771556.1, CM084265_1_70594980.1, CM084273_1_7839417.0, CM084269_1_15799430.0, CM084268_1_24031315.1, CM084276_1_2841292.1, CM084266_1_58087794.0, CM084266_1_64725871.0, CM084275_1_312961.1, CM084277_1_4875961.0, CM084270_1_47076332.0, CM084266_1_69625503.1, CM084278_1_24948349.0, CM084271_1_218791.0, CM084268_1_37774069.0, CM084271_1_289999.1, CM084276_1_771542.0, CM084275_1_23083657.1, CM084279_1_32917232.1, CM084265_1_72368147.0, CM084271_1_344493.0, CM084265_1_70595162.0, CM084270_1_4751853.1, CM084279_1_32640622.0, CM084266_1_68910397.0, CM084273_1_42285571.1, CM084275_1_39500153.0, CM084277_1_29780894.1, CM084274_1_4773522.0, CM084276_1_1856078.1",30,"adapter_trim.F1-B8-pH8.bam",-0.32,"adapter_trim.F1-B9-pH8.bam",-0.14,0.46
"118","adapter_trim.F2-J122-pH8.bam","CM084274_1_4700811.1, CM084270_1_21846007.1, CM084266_1_64725837.1, CM084271_1_44083010.0, CM084276_1_38285682.1, CM084274_1_4795903.0, CM084274_1_4795058.1, CM084279_1_10156977.0, CM084274_1_4795062.0, CM084265_1_72992174.1, CM084279_1_161458.0, CM084265_1_64733351.1, CM084279_1_1073112.0, CM084264_1_69903182.1, CM084278_1_20625152.1, CM084271_1_37240198.1, CM084275_1_35720350.1, CM084278_1_8558566.1, CM084277_1_30642880.0, CM084268_1_938570.0, CM084266_1_69052083.0, CM084267_1_5165711.1, CM084278_1_20865574.0, CM084265_1_65204740.0, CM084265_1_66141830.0, CM084272_1_1584317.1, CM084274_1_4709650.0, CM084265_1_71825876.0, CM084276_1_20157216.1, CM084265_1_68074592.1",30,"adapter_trim.F1-B8-pH8.bam",-0.16,"adapter_trim.F1-B1-pH8.bam",-0.21,0.37
"119","adapter_trim.F2-J125-pH8.bam","CM084274_1_4700811.1, CM084270_1_21846007.1, CM084266_1_64725837.1, CM084271_1_44083010.0, CM084276_1_38285682.1, CM084274_1_4795903.0, CM084274_1_4795058.1, CM084279_1_10156977.0, CM084274_1_4795062.0, CM084265_1_72992174.1, CM084279_1_161458.0, CM084265_1_64733351.1, CM084279_1_1073112.0, CM084264_1_69903182.1, CM084278_1_20625152.1, CM084271_1_37240198.1, CM084275_1_35720350.1, CM084278_1_8558566.1, CM084277_1_30642880.0, CM084268_1_938570.0, CM084266_1_69052083.0, CM084267_1_5165711.1, CM084278_1_20865574.0, CM084265_1_65204740.0, CM084265_1_66141830.0, CM084272_1_1584317.1, CM084274_1_4709650.0, CM084265_1_71825876.0, CM084276_1_20157216.1, CM084265_1_68074592.1",30,"adapter_trim.F1-B25-pH8.bam",-0.32,"adapter_trim.F1-B4-pH8.bam",0.05,0.37
"120","adapter_trim.F2-J88-pH8.bam","CM084274_1_4700811.1, CM084270_1_21846007.1, CM084266_1_64725837.1, CM084271_1_44083010.0, CM084276_1_38285682.1, CM084274_1_4795903.0, CM084274_1_4795058.1, CM084279_1_10156977.0, CM084274_1_4795062.0, CM084265_1_72992174.1, CM084279_1_161458.0, CM084265_1_64733351.1, CM084279_1_1073112.0, CM084264_1_69903182.1, CM084278_1_20625152.1, CM084271_1_37240198.1, CM084275_1_35720350.1, CM084278_1_8558566.1, CM084277_1_30642880.0, CM084268_1_938570.0, CM084266_1_69052083.0, CM084267_1_5165711.1, CM084278_1_20865574.0, CM084265_1_65204740.0, CM084265_1_66141830.0, CM084272_1_1584317.1, CM084274_1_4709650.0, CM084265_1_71825876.0, CM084276_1_20157216.1, CM084265_1_68074592.1",30,"adapter_trim.F1-B20-pH8.bam",-0.27,"adapter_trim.F1-B7-pH8.bam",-0.71,0.98
"121","adapter_trim.F2-B11-pH8.bam","CM084274_1_4700811.1, CM084270_1_21846007.1, CM084266_1_64725837.1, CM084271_1_44083010.0, CM084276_1_38285682.1, CM084274_1_4795903.0, CM084274_1_4795058.1, CM084279_1_10156977.0, CM084274_1_4795062.0, CM084265_1_72992174.1, CM084279_1_161458.0, CM084265_1_64733351.1, CM084279_1_1073112.0, CM084264_1_69903182.1, CM084278_1_20625152.1, CM084271_1_37240198.1, CM084275_1_35720350.1, CM084278_1_8558566.1, CM084277_1_30642880.0, CM084268_1_938570.0, CM084266_1_69052083.0, CM084267_1_5165711.1, CM084278_1_20865574.0, CM084265_1_65204740.0, CM084265_1_66141830.0, CM084272_1_1584317.1, CM084274_1_4709650.0, CM084265_1_71825876.0, CM084276_1_20157216.1, CM084265_1_68074592.1",30,"adapter_trim.F1-B8-pH8.bam",-0.33,"adapter_trim.F1-B4-pH8.bam",-0.38,0.71
"122","adapter_trim.F2-B5-pH8.bam","CM084274_1_4700811.1, CM084270_1_21846007.1, CM084266_1_64725837.1, CM084271_1_44083010.0, CM084276_1_38285682.1, CM084274_1_4795903.0, CM084274_1_4795058.1, CM084279_1_10156977.0, CM084274_1_4795062.0, CM084265_1_72992174.1, CM084279_1_161458.0, CM084265_1_64733351.1, CM084279_1_1073112.0, CM084264_1_69903182.1, CM084278_1_20625152.1, CM084271_1_37240198.1, CM084275_1_35720350.1, CM084278_1_8558566.1, CM084277_1_30642880.0, CM084268_1_938570.0, CM084266_1_69052083.0, CM084267_1_5165711.1, CM084278_1_20865574.0, CM084265_1_65204740.0, CM084265_1_66141830.0, CM084272_1_1584317.1, CM084274_1_4709650.0, CM084265_1_71825876.0, CM084276_1_20157216.1, CM084265_1_68074592.1",30,"adapter_trim.F1-B21-pH8.bam",-0.59,"adapter_trim.F1-B8-pH8.bam",-0.26,0.85
"123","adapter_trim.F2-J122-pH8.bam","CM084269_1_1577748.1, CM084269_1_40447963.1, CM084272_1_43469575.1, CM084275_1_39502374.0, CM084276_1_38961028.0, CM084278_1_23541019.0, CM084265_1_64735183.0, CM084265_1_976180.0, CM084268_1_50224896.0, CM084278_1_20865574.0, CM084265_1_1816612.1, CM084266_1_62460055.0, CM084272_1_43469486.0, CM084268_1_50693763.0, CM084275_1_327935.1, CM084268_1_45628.1, CM084271_1_44134607.0, CM084269_1_43525133.0, CM084271_1_290137.1, CM084277_1_30505565.0, CM084266_1_69141121.0, CM084267_1_2653040.1, CM084265_1_70977429.1, CM084266_1_57882838.0, CM084270_1_46588167.0, CM084269_1_1563962.0, CM084278_1_22667296.0, CM084271_1_3805848.1, CM084264_1_68689030.0, CM084267_1_51248424.1",30,"adapter_trim.F1-B25-pH8.bam",-0.09,"adapter_trim.F1-B10-pH8.bam",-0.13,0.22
"124","adapter_trim.F2-J127-pH8.bam","CM084269_1_1577748.1, CM084269_1_40447963.1, CM084272_1_43469575.1, CM084275_1_39502374.0, CM084276_1_38961028.0, CM084278_1_23541019.0, CM084265_1_64735183.0, CM084265_1_976180.0, CM084268_1_50224896.0, CM084278_1_20865574.0, CM084265_1_1816612.1, CM084266_1_62460055.0, CM084272_1_43469486.0, CM084268_1_50693763.0, CM084275_1_327935.1, CM084268_1_45628.1, CM084271_1_44134607.0, CM084269_1_43525133.0, CM084271_1_290137.1, CM084277_1_30505565.0, CM084266_1_69141121.0, CM084267_1_2653040.1, CM084265_1_70977429.1, CM084266_1_57882838.0, CM084270_1_46588167.0, CM084269_1_1563962.0, CM084278_1_22667296.0, CM084271_1_3805848.1, CM084264_1_68689030.0, CM084267_1_51248424.1",30,"adapter_trim.F1-B25-pH8.bam",-0.13,"adapter_trim.F1-B10-pH8.bam",-0.09,0.22
"125","adapter_trim.F2-B12-pH8.bam","CM084269_1_1577748.1, CM084269_1_40447963.1, CM084272_1_43469575.1, CM084275_1_39502374.0, CM084276_1_38961028.0, CM084278_1_23541019.0, CM084265_1_64735183.0, CM084265_1_976180.0, CM084268_1_50224896.0, CM084278_1_20865574.0, CM084265_1_1816612.1, CM084266_1_62460055.0, CM084272_1_43469486.0, CM084268_1_50693763.0, CM084275_1_327935.1, CM084268_1_45628.1, CM084271_1_44134607.0, CM084269_1_43525133.0, CM084271_1_290137.1, CM084277_1_30505565.0, CM084266_1_69141121.0, CM084267_1_2653040.1, CM084265_1_70977429.1, CM084266_1_57882838.0, CM084270_1_46588167.0, CM084269_1_1563962.0, CM084278_1_22667296.0, CM084271_1_3805848.1, CM084264_1_68689030.0, CM084267_1_51248424.1",30,"adapter_trim.F1-B15-pH8.bam",-0.24,"adapter_trim.F1-B4-pH8.bam",-0.1,0.34
"126","adapter_trim.F2-J105-pH8.bam","CM084268_1_50321855.0, CM084264_1_73309406.0, CM084270_1_4751873.0, CM084265_1_71794141.1, CM084269_1_15798323.1, CM084267_1_2653040.0, CM084265_1_64585921.0, CM084266_1_1233079.1, CM084266_1_67235326.1, CM084264_1_34294469.0, CM084274_1_4793087.1, CM084277_1_29208305.0, CM084266_1_69806306.0, CM084266_1_68320536.1, CM084276_1_38960928.0, CM084272_1_33503448.0, CM084276_1_38558585.1, CM084274_1_4730026.0, CM084276_1_38772805.0, CM084272_1_1894337.0, CM084271_1_342830.0, CM084278_1_20623588.1, CM084264_1_66439628.1, CM084271_1_43849282.1, CM084275_1_8878521.0, CM084268_1_276461.0, CM084274_1_4695098.0, CM084269_1_1555101.1, CM084269_1_42862718.0, CM084266_1_71149023.1",30,"adapter_trim.F1-B8-pH8.bam",-0.45,"adapter_trim.F1-B3-pH8.bam",-0.27,0.72
"127","adapter_trim.F2-J108-pH8.bam","CM084268_1_50321855.0, CM084264_1_73309406.0, CM084270_1_4751873.0, CM084265_1_71794141.1, CM084269_1_15798323.1, CM084267_1_2653040.0, CM084265_1_64585921.0, CM084266_1_1233079.1, CM084266_1_67235326.1, CM084264_1_34294469.0, CM084274_1_4793087.1, CM084277_1_29208305.0, CM084266_1_69806306.0, CM084266_1_68320536.1, CM084276_1_38960928.0, CM084272_1_33503448.0, CM084276_1_38558585.1, CM084274_1_4730026.0, CM084276_1_38772805.0, CM084272_1_1894337.0, CM084271_1_342830.0, CM084278_1_20623588.1, CM084264_1_66439628.1, CM084271_1_43849282.1, CM084275_1_8878521.0, CM084268_1_276461.0, CM084274_1_4695098.0, CM084269_1_1555101.1, CM084269_1_42862718.0, CM084266_1_71149023.1",30,"adapter_trim.F1-B15-pH8.bam",-0.2,"adapter_trim.F1-B1-pH8.bam",-0.22,0.42
"128","adapter_trim.F2-J143-pH8.bam","CM084268_1_50321855.0, CM084264_1_73309406.0, CM084270_1_4751873.0, CM084265_1_71794141.1, CM084269_1_15798323.1, CM084267_1_2653040.0, CM084265_1_64585921.0, CM084266_1_1233079.1, CM084266_1_67235326.1, CM084264_1_34294469.0, CM084274_1_4793087.1, CM084277_1_29208305.0, CM084266_1_69806306.0, CM084266_1_68320536.1, CM084276_1_38960928.0, CM084272_1_33503448.0, CM084276_1_38558585.1, CM084274_1_4730026.0, CM084276_1_38772805.0, CM084272_1_1894337.0, CM084271_1_342830.0, CM084278_1_20623588.1, CM084264_1_66439628.1, CM084271_1_43849282.1, CM084275_1_8878521.0, CM084268_1_276461.0, CM084274_1_4695098.0, CM084269_1_1555101.1, CM084269_1_42862718.0, CM084266_1_71149023.1",30,"adapter_trim.F1-B25-pH8.bam",-0.3,"adapter_trim.F1-B11-pH8.bam",0.29,0.59
"129","adapter_trim.F2-B5-pH8.bam","CM084268_1_50321855.0, CM084264_1_73309406.0, CM084270_1_4751873.0, CM084265_1_71794141.1, CM084269_1_15798323.1, CM084267_1_2653040.0, CM084265_1_64585921.0, CM084266_1_1233079.1, CM084266_1_67235326.1, CM084264_1_34294469.0, CM084274_1_4793087.1, CM084277_1_29208305.0, CM084266_1_69806306.0, CM084266_1_68320536.1, CM084276_1_38960928.0, CM084272_1_33503448.0, CM084276_1_38558585.1, CM084274_1_4730026.0, CM084276_1_38772805.0, CM084272_1_1894337.0, CM084271_1_342830.0, CM084278_1_20623588.1, CM084264_1_66439628.1, CM084271_1_43849282.1, CM084275_1_8878521.0, CM084268_1_276461.0, CM084274_1_4695098.0, CM084269_1_1555101.1, CM084269_1_42862718.0, CM084266_1_71149023.1",30,"adapter_trim.F1-B20-pH8.bam",-0.12,"adapter_trim.F1-B9-pH8.bam",-0.75,0.87
"130","adapter_trim.F2-J105-pH8.bam","CM084264_1_70174663.1, CM084276_1_1856653.0, CM084273_1_31862787.1, CM084275_1_39338236.0, CM084278_1_23541019.0, CM084278_1_20630020.0, CM084275_1_25393416.1, CM084265_1_68806446.1, CM084275_1_23083657.1, CM084272_1_33589893.1, CM084274_1_4869825.0, CM084264_1_72054055.1, CM084278_1_24948349.0, CM084264_1_34301630.1, CM084269_1_43525133.1, CM084265_1_61648602.1, CM084272_1_33571757.0, CM084267_1_6421632.1, CM084271_1_37237146.1, CM084269_1_43525348.1, CM084268_1_22932625.0, CM084268_1_50225492.1, CM084267_1_5952857.1, CM084274_1_4795058.1, CM084264_1_34294487.0, CM084265_1_71796271.0, CM084272_1_1308695.0, CM084276_1_1625292.1, CM084271_1_43868149.1, CM084268_1_298790.0",30,"adapter_trim.F1-B21-pH8.bam",-0.03,"adapter_trim.F1-B8-pH8.bam",-0.55,0.58
"131","adapter_trim.F2-B8-pH8.bam","CM084264_1_70174663.1, CM084276_1_1856653.0, CM084273_1_31862787.1, CM084275_1_39338236.0, CM084278_1_23541019.0, CM084278_1_20630020.0, CM084275_1_25393416.1, CM084265_1_68806446.1, CM084275_1_23083657.1, CM084272_1_33589893.1, CM084274_1_4869825.0, CM084264_1_72054055.1, CM084278_1_24948349.0, CM084264_1_34301630.1, CM084269_1_43525133.1, CM084265_1_61648602.1, CM084272_1_33571757.0, CM084267_1_6421632.1, CM084271_1_37237146.1, CM084269_1_43525348.1, CM084268_1_22932625.0, CM084268_1_50225492.1, CM084267_1_5952857.1, CM084274_1_4795058.1, CM084264_1_34294487.0, CM084265_1_71796271.0, CM084272_1_1308695.0, CM084276_1_1625292.1, CM084271_1_43868149.1, CM084268_1_298790.0",30,"adapter_trim.F1-B15-pH8.bam",-0.47,"adapter_trim.F1-B5-pH8.bam",-0.48,0.95
"132","adapter_trim.F2-J122-pH8.bam","CM084274_1_4694578.0, CM084275_1_327388.1, CM084268_1_50679469.1, CM084274_1_4708033.0, CM084279_1_32641182.1, CM084264_1_70355122.1, CM084268_1_82411.1, CM084275_1_1304701.1, CM084269_1_1538788.0, CM084265_1_69381551.0, CM084268_1_3704024.1, CM084276_1_38558546.0, CM084269_1_1549398.0, CM084269_1_47563826.0, CM084268_1_4036222.0, CM084273_1_31864733.0, CM084274_1_34977132.1, CM084270_1_46590815.0, CM084275_1_400249.0, CM084276_1_38773493.1, CM084270_1_35204451.1, CM084268_1_50219223.1, CM084278_1_19961223.0, CM084272_1_33617974.0, CM084271_1_276716.1, CM084268_1_28845816.0, CM084272_1_18170755.0, CM084279_1_32915259.0, CM084265_1_59221275.1, CM084264_1_61167189.0",30,"adapter_trim.F1-B8-pH8.bam",-0.32,"adapter_trim.F1-B7-pH8.bam",-0.3,0.62
"133","adapter_trim.F2-J123-pH8.bam","CM084274_1_4694578.0, CM084275_1_327388.1, CM084268_1_50679469.1, CM084274_1_4708033.0, CM084279_1_32641182.1, CM084264_1_70355122.1, CM084268_1_82411.1, CM084275_1_1304701.1, CM084269_1_1538788.0, CM084265_1_69381551.0, CM084268_1_3704024.1, CM084276_1_38558546.0, CM084269_1_1549398.0, CM084269_1_47563826.0, CM084268_1_4036222.0, CM084273_1_31864733.0, CM084274_1_34977132.1, CM084270_1_46590815.0, CM084275_1_400249.0, CM084276_1_38773493.1, CM084270_1_35204451.1, CM084268_1_50219223.1, CM084278_1_19961223.0, CM084272_1_33617974.0, CM084271_1_276716.1, CM084268_1_28845816.0, CM084272_1_18170755.0, CM084279_1_32915259.0, CM084265_1_59221275.1, CM084264_1_61167189.0",30,"adapter_trim.F1-B8-pH8.bam",-0.06,"adapter_trim.F1-B10-pH8.bam",-0.36,0.42
"134","adapter_trim.F2-J127-pH8.bam","CM084274_1_4694578.0, CM084275_1_327388.1, CM084268_1_50679469.1, CM084274_1_4708033.0, CM084279_1_32641182.1, CM084264_1_70355122.1, CM084268_1_82411.1, CM084275_1_1304701.1, CM084269_1_1538788.0, CM084265_1_69381551.0, CM084268_1_3704024.1, CM084276_1_38558546.0, CM084269_1_1549398.0, CM084269_1_47563826.0, CM084268_1_4036222.0, CM084273_1_31864733.0, CM084274_1_34977132.1, CM084270_1_46590815.0, CM084275_1_400249.0, CM084276_1_38773493.1, CM084270_1_35204451.1, CM084268_1_50219223.1, CM084278_1_19961223.0, CM084272_1_33617974.0, CM084271_1_276716.1, CM084268_1_28845816.0, CM084272_1_18170755.0, CM084279_1_32915259.0, CM084265_1_59221275.1, CM084264_1_61167189.0",30,"adapter_trim.F1-B25-pH8.bam",0.02,"adapter_trim.F1-B4-pH8.bam",0.21,0.23
"135","adapter_trim.F2-J142-pH8.bam","CM084274_1_4694578.0, CM084275_1_327388.1, CM084268_1_50679469.1, CM084274_1_4708033.0, CM084279_1_32641182.1, CM084264_1_70355122.1, CM084268_1_82411.1, CM084275_1_1304701.1, CM084269_1_1538788.0, CM084265_1_69381551.0, CM084268_1_3704024.1, CM084276_1_38558546.0, CM084269_1_1549398.0, CM084269_1_47563826.0, CM084268_1_4036222.0, CM084273_1_31864733.0, CM084274_1_34977132.1, CM084270_1_46590815.0, CM084275_1_400249.0, CM084276_1_38773493.1, CM084270_1_35204451.1, CM084268_1_50219223.1, CM084278_1_19961223.0, CM084272_1_33617974.0, CM084271_1_276716.1, CM084268_1_28845816.0, CM084272_1_18170755.0, CM084279_1_32915259.0, CM084265_1_59221275.1, CM084264_1_61167189.0",30,"adapter_trim.F1-B8-pH8.bam",-0.12,"adapter_trim.F1-B7-pH8.bam",-0.37,0.49
"136","adapter_trim.F2-J83-pH8.bam","CM084274_1_4694578.0, CM084275_1_327388.1, CM084268_1_50679469.1, CM084274_1_4708033.0, CM084279_1_32641182.1, CM084264_1_70355122.1, CM084268_1_82411.1, CM084275_1_1304701.1, CM084269_1_1538788.0, CM084265_1_69381551.0, CM084268_1_3704024.1, CM084276_1_38558546.0, CM084269_1_1549398.0, CM084269_1_47563826.0, CM084268_1_4036222.0, CM084273_1_31864733.0, CM084274_1_34977132.1, CM084270_1_46590815.0, CM084275_1_400249.0, CM084276_1_38773493.1, CM084270_1_35204451.1, CM084268_1_50219223.1, CM084278_1_19961223.0, CM084272_1_33617974.0, CM084271_1_276716.1, CM084268_1_28845816.0, CM084272_1_18170755.0, CM084279_1_32915259.0, CM084265_1_59221275.1, CM084264_1_61167189.0",30,"adapter_trim.F1-B15-pH8.bam",-0.37,"adapter_trim.F1-B10-pH8.bam",-0.39,0.76
