"","id","dam","sire","absLLRtotal","dam.batch","sire.batch","Fertilization_pairs","loci"
"149","adapter_trim.F2-B17-pH75.bam","adapter_trim.F1-B21-pH8.bam","adapter_trim.F1-B8-pH75.bam","-1.32","2, 4","3","FALSE","CM084265_1_68808152.0, CM084274_1_4863343.0, CM084279_1_32917232.0, CM084274_1_29871125.1, CM084269_1_1567360.1, CM084268_1_45628.1, CM084265_1_73061223.0, CM084271_1_256611.0, CM084271_1_11500058.0, CM084275_1_39781020.1, CM084268_1_50225470.1, CM084267_1_6418351.1, CM084265_1_64736906.1, CM084268_1_1326648.1, CM084264_1_70174668.1, CM084271_1_43849282.0, CM084266_1_57884345.1, CM084278_1_22645215.1, CM084274_1_4726242.1, CM084272_1_18194957.0, CM084279_1_10156977.0, CM084268_1_24030545.1, CM084277_1_35287266.1, CM084264_1_72113815.0, CM084265_1_70609247.1, CM084266_1_1230887.0, CM084270_1_9408154.0, CM084266_1_68642404.0, CM084270_1_9408154.1, CM084271_1_37237149.0, CM084270_1_15641821.0, CM084267_1_5168533.1, CM084266_1_50301503.1, CM084265_1_73060807.0, CM084279_1_161386.1, CM084273_1_11267029.0, CM084268_1_3261991.0, CM084268_1_4026799.0, CM084271_1_44075853.0, CM084265_1_64585926.1, CM084271_1_344606.1, CM084265_1_71925203.1, CM084270_1_32126102.1, CM084275_1_675849.1, CM084264_1_15064482.1, CM084272_1_36474160.1, CM084264_1_69875456.0, CM084269_1_1556267.0, CM084270_1_4921025.1, CM084271_1_43849282.0"
"150","adapter_trim.F2-J123-pH8.bam","adapter_trim.F1-B8-pH8.bam","adapter_trim.F1-B8-pH75.bam","-0.89","1","3","FALSE","CM084265_1_71794015.0, CM084265_1_46089269.1, CM084279_1_1512885.0, CM084265_1_64733395.1, CM084272_1_2073148.0, CM084264_1_72912659.0, CM084269_1_43523945.0, CM084274_1_5566177.1, CM084267_1_11257220.1, CM084264_1_72054055.0, CM084274_1_4864445.0, CM084264_1_5215232.1, CM084265_1_70799356.0, CM084275_1_39780958.1, CM084265_1_72071381.0, CM084277_1_10417489.0, CM084269_1_15818485.0, CM084276_1_4238176.0, CM084277_1_1858860.0, CM084277_1_29781980.0, CM084279_1_32662843.0, CM084265_1_64196870.1, CM084266_1_50301553.0, CM084264_1_15073604.1, CM084264_1_15064138.1, CM084275_1_120808.1, CM084273_1_31864457.1, CM084265_1_66146092.0, CM084278_1_5144747.1, CM084264_1_68688357.0, CM084276_1_25809481.0, CM084266_1_65347078.1, CM084276_1_1625292.1, CM084264_1_26773675.1, CM084272_1_33589893.0, CM084264_1_8112674.1, CM084271_1_3819803.1, CM084265_1_69007607.0, CM084271_1_340905.0, CM084279_1_10150672.0, CM084269_1_15799434.1, CM084279_1_1062135.0, CM084268_1_14768218.0, CM084264_1_61167202.1, CM084265_1_790976.1, CM084264_1_74183870.0, CM084273_1_10381194.1, CM084264_1_68685021.1, CM084279_1_1072342.0, CM084275_1_1304711.1"
"151","adapter_trim.F2-J66-pH75.bam","adapter_trim.F1-B17-pH75.bam","adapter_trim.F1-B8-pH75.bam","1.49","1","3","FALSE","CM084275_1_327918.1, CM084279_1_1070298.0, CM084271_1_30532429.0, CM084266_1_69315469.0, CM084264_1_74721232.0, CM084274_1_4864709.0, CM084266_1_71148884.1, CM084276_1_4238114.1, CM084276_1_1856904.1, CM084268_1_28858766.0, CM084279_1_1072330.1, CM084265_1_72368258.0, CM084266_1_70400231.0, CM084269_1_35627230.0, CM084273_1_32698894.0, CM084265_1_72078910.0, CM084264_1_73604407.1, CM084276_1_1625423.1, CM084272_1_18553681.0, CM084269_1_40447963.0, CM084279_1_32640578.1, CM084264_1_75506833.1, CM084275_1_35720341.1, CM084269_1_43523950.0, CM084271_1_44090302.0, CM084269_1_4636883.0, CM084266_1_46766309.1, CM084271_1_11500090.1, CM084264_1_69298657.0, CM084265_1_60215543.1, CM084268_1_49082756.0, CM084265_1_68806446.0, CM084265_1_959800.0, CM084266_1_69095439.0, CM084266_1_61737006.0, CM084269_1_1549405.1, CM084268_1_49721922.0, CM084265_1_72636285.0, CM084269_1_1556138.1, CM084268_1_50216537.0, CM084275_1_25388546.1, CM084268_1_9292527.1, CM084267_1_52896140.0, CM084267_1_6420915.1, CM084269_1_46694331.0, CM084273_1_21179215.1, CM084271_1_7136548.0, CM084271_1_26325716.1, CM084274_1_4795049.1, CM084273_1_31862649.0"
"152","adapter_trim.F2-B13-pH8.bam","adapter_trim.F1-B12-pH75.bam","adapter_trim.F1-B8-pH75.bam","-0.89","2","3","FALSE","CM084275_1_327936.1, CM084265_1_60313980.0, CM084271_1_44075852.0, CM084266_1_50301553.1, CM084264_1_73929737.0, CM084272_1_43331300.0, CM084264_1_72054052.1, CM084270_1_42355544.0, CM084272_1_18188802.0, CM084264_1_72072573.1, CM084271_1_43849246.0, CM084274_1_4864753.1, CM084268_1_2720910.1, CM084275_1_39781020.1, CM084274_1_4788084.1, CM084274_1_41688611.0, CM084265_1_65322091.0, CM084264_1_69875456.0, CM084266_1_23411289.0, CM084279_1_10149611.1, CM084273_1_31862642.0, CM084268_1_3699577.0, CM084265_1_69381534.0, CM084272_1_33589893.0, CM084279_1_32973101.0, CM084279_1_993504.1, CM084264_1_72117199.1, CM084265_1_68798225.0, CM084264_1_2740163.0, CM084265_1_58036225.0, CM084276_1_1856888.0, CM084279_1_32644179.1, CM084270_1_32126724.0, CM084270_1_1391764.1, CM084266_1_57888961.0, CM084274_1_4708223.0, CM084270_1_47077465.0, CM084278_1_23541026.1, CM084278_1_22657588.0, CM084269_1_1549398.1, CM084264_1_8112674.1, CM084266_1_64725837.0, CM084266_1_65993526.0, CM084274_1_4792130.1, CM084265_1_1229890.1, CM084265_1_70609247.0, CM084269_1_41809353.1, CM084277_1_10628711.0, CM084271_1_3805850.0, CM084269_1_41809353.1"
"153","adapter_trim.F2-J141-pH8.bam","adapter_trim.F1-B21-pH8.bam","adapter_trim.F1-B8-pH75.bam","-0.57","2, 4","3","FALSE","CM084269_1_15798363.0, CM084267_1_2908957.1, CM084267_1_50994193.1, CM084270_1_47077551.1, CM084278_1_20732805.1, CM084270_1_4921031.0, CM084274_1_6125560.0, CM084266_1_63468234.1, CM084269_1_42862775.1, CM084279_1_1070264.1, CM084265_1_73060616.1, CM084275_1_29098876.1, CM084265_1_72368147.1, CM084277_1_10417524.0, CM084265_1_70801101.0, CM084268_1_3691704.0, CM084274_1_4686930.1, CM084264_1_74273479.1, CM084274_1_12659113.0, CM084266_1_66832562.1, CM084279_1_10156946.0, CM084264_1_6151084.1, CM084274_1_4695204.1, CM084267_1_9175848.0, CM084272_1_44059285.1, CM084276_1_1500490.1, CM084269_1_15799434.1, CM084264_1_73152605.0, CM084275_1_4345059.1, CM084268_1_4026799.0, CM084265_1_64584031.1, CM084271_1_3819544.1, CM084267_1_52593775.0, CM084267_1_2908060.0, CM084265_1_71899669.0, CM084277_1_17835716.0, CM084266_1_68659872.0, CM084265_1_58036225.1, CM084264_1_72072573.0, CM084274_1_4694263.1, CM084266_1_68320526.1, CM084275_1_40706385.1, CM084265_1_1062161.1, CM084276_1_2855158.1, CM084266_1_68320526.1, CM084274_1_4708834.1, CM084276_1_12383618.0, CM084268_1_50323442.0, CM084269_1_47255820.0, CM084273_1_11267029.0"
"154","adapter_trim.F2-J69-pH75.bam","adapter_trim.F1-B17-pH75.bam","adapter_trim.F1-B8-pH75.bam","-1.03","1","3","FALSE","CM084264_1_75512070.0, CM084270_1_42355495.0, CM084269_1_15799403.0, CM084268_1_28845789.0, CM084264_1_34300042.1, CM084271_1_43547024.1, CM084272_1_18191744.1, CM084270_1_26890196.1, CM084268_1_50225492.1, CM084264_1_74191575.1, CM084269_1_46688909.1, CM084272_1_18194995.1, CM084265_1_65322123.1, CM084274_1_4793087.0, CM084265_1_71797896.1, CM084274_1_4795482.0, CM084265_1_71265241.1, CM084270_1_42355544.0, CM084279_1_10150313.1, CM084265_1_68808156.1, CM084266_1_64726664.1, CM084276_1_38552579.0, CM084274_1_4674060.0, CM084265_1_64196855.1, CM084265_1_59221213.0, CM084268_1_275067.0, CM084275_1_675783.0, CM084265_1_71926735.0, CM084266_1_65298589.1, CM084279_1_649336.0, CM084274_1_4708834.1, CM084267_1_52593751.0, CM084272_1_33589893.0, CM084264_1_72075482.1, CM084278_1_277798.0, CM084276_1_37916914.0, CM084266_1_58111750.0, CM084266_1_71166433.1, CM084264_1_69712159.1, CM084264_1_69863993.1, CM084271_1_37237148.1, CM084279_1_10147354.0, CM084274_1_4862784.1, CM084272_1_18193899.1, CM084276_1_1856094.1, CM084271_1_1034852.1, CM084273_1_42287254.1, CM084271_1_346616.1, CM084278_1_22660266.0, CM084276_1_4238165.0"
"155","adapter_trim.F2-J25-pH75.bam","adapter_trim.F1-B25-pH8.bam","adapter_trim.F1-B8-pH8.bam","0.52","3","2","FALSE","CM084265_1_68074364.1, CM084266_1_71166412.0, CM084264_1_26773650.1, CM084275_1_25388888.1, CM084266_1_71148884.0, CM084265_1_959800.1, CM084267_1_51248500.0, CM084269_1_15799403.1, CM084265_1_68073022.1, CM084265_1_64528148.1, CM084274_1_4708063.1, CM084273_1_31865817.0, CM084270_1_42355534.1, CM084264_1_74191575.0, CM084264_1_12084160.0, CM084265_1_68074364.0, CM084278_1_20625152.1, CM084269_1_1577748.0, CM084267_1_51000174.0, CM084276_1_25809477.0, CM084266_1_38532344.1, CM084267_1_11257252.0, CM084271_1_3820382.1, CM084268_1_49719767.0, CM084274_1_4708733.0, CM084270_1_42355504.1, CM084273_1_42285391.1, CM084276_1_38773493.0, CM084265_1_1229890.1, CM084273_1_9136147.0, CM084275_1_29098877.1, CM084265_1_68869496.0, CM084271_1_1034868.0, CM084275_1_524647.1, CM084275_1_327911.0, CM084265_1_1816612.1, CM084264_1_70173621.1, CM084269_1_15812958.1, CM084270_1_42348997.0, CM084268_1_82411.1, CM084279_1_1070264.1, CM084275_1_25395479.1, CM084266_1_57888961.1, CM084265_1_58487819.0, CM084278_1_22657612.1, CM084266_1_66383710.0, CM084271_1_7137729.0, CM084274_1_12659015.0, CM084264_1_71189810.0, CM084269_1_45238247.1"
"156","adapter_trim.F2-J89-pH8.bam","adapter_trim.F1-B17-pH75.bam","adapter_trim.F1-B8-pH8.bam","0.01","1","2","FALSE","CM084269_1_12903174.1, CM084265_1_68806446.0, CM084264_1_74191574.0, CM084272_1_18553681.0, CM084276_1_37353154.1, CM084275_1_400320.0, CM084272_1_33603798.1, CM084269_1_1563962.0, CM084266_1_68642404.0, CM084274_1_4694190.1, CM084269_1_39736991.0, CM084278_1_22654601.1, CM084265_1_46089462.0, CM084264_1_73311149.1, CM084264_1_73283219.1, CM084265_1_790962.0, CM084276_1_4238124.1, CM084268_1_18519471.0, CM084274_1_4694202.0, CM084268_1_28858766.0, CM084265_1_71826461.0, CM084276_1_20157075.0, CM084276_1_59031.1, CM084271_1_7137729.1, CM084265_1_71831292.1, CM084276_1_1510330.1, CM084276_1_31737936.1, CM084268_1_24031408.0, CM084264_1_70456947.1, CM084266_1_69085566.0, CM084274_1_4868385.0, CM084275_1_39491725.0, CM084278_1_8558506.0, CM084277_1_10628755.0, CM084264_1_72054052.0, CM084266_1_23321806.1, CM084272_1_33578227.0, CM084275_1_25393709.0, CM084275_1_35719388.1, CM084276_1_38785504.1, CM084265_1_65204740.0, CM084266_1_70195701.1, CM084264_1_34293009.1, CM084270_1_47077595.1, CM084278_1_20858390.0, CM084268_1_46448.1, CM084265_1_1816578.0, CM084275_1_39776469.1, CM084271_1_26324168.1, CM084269_1_45310996.1"
"157","adapter_trim.F2-J48-pH75.bam","adapter_trim.F1-B12-pH75.bam","adapter_trim.F1-B8-pH8.bam","-1.3","2","2","TRUE","CM084268_1_28855794.1, CM084279_1_32650016.0, CM084271_1_379038.1, CM084264_1_73311139.1, CM084266_1_67239927.0, CM084265_1_70589365.0, CM084276_1_20157194.1, CM084279_1_1072342.0, CM084270_1_46588167.0, CM084267_1_832157.0, CM084264_1_70355125.1, CM084265_1_1229890.0, CM084266_1_57888563.1, CM084276_1_25813402.0, CM084274_1_42859658.0, CM084264_1_73931024.0, CM084266_1_38532340.0, CM084277_1_1869733.1, CM084264_1_73283219.1, CM084279_1_10159270.1, CM084265_1_59221320.1, CM084268_1_45574.0, CM084271_1_26324168.0, CM084265_1_68714893.0, CM084274_1_4686943.1, CM084276_1_1510330.1, CM084279_1_10156984.0, CM084268_1_273292.0, CM084272_1_18553651.0, CM084271_1_26324168.0, CM084265_1_71828881.1, CM084267_1_5165693.1, CM084271_1_3805850.0, CM084277_1_29208392.0, CM084274_1_11694910.1, CM084274_1_4715467.0, CM084267_1_5830233.1, CM084279_1_32915269.0, CM084273_1_31861630.0, CM084269_1_46694331.1, CM084264_1_72118711.0, CM084269_1_4628639.0, CM084277_1_4875899.1, CM084269_1_15809957.1, CM084275_1_25388529.0, CM084271_1_11500058.1, CM084264_1_6517724.0, CM084279_1_23112955.1, CM084278_1_20623588.1, CM084264_1_34300372.0"
"158","adapter_trim.F2-J125-pH8.bam","adapter_trim.F1-B17-pH75.bam","adapter_trim.F1-B8-pH8.bam","-0.73","1","2","FALSE","CM084274_1_21933150.1, CM084274_1_4863726.0, CM084264_1_66522465.1, CM084272_1_33452069.1, CM084279_1_10147216.0, CM084265_1_71265331.1, CM084271_1_257176.1, CM084264_1_74266371.1, CM084265_1_790976.1, CM084271_1_37244915.1, CM084264_1_74266355.1, CM084267_1_2910789.0, CM084275_1_327443.0, CM084279_1_23112955.1, CM084266_1_65993526.1, CM084272_1_33578227.1, CM084269_1_35627096.1, CM084264_1_2738113.1, CM084269_1_43524393.0, CM084275_1_328864.0, CM084264_1_6151081.0, CM084274_1_4808081.0, CM084276_1_38797641.1, CM084270_1_4751756.0, CM084266_1_68320536.1, CM084267_1_51242797.0, CM084276_1_38450614.1, CM084276_1_1852880.0, CM084274_1_4795112.0, CM084277_1_10628755.1, CM084267_1_6421555.1, CM084274_1_4861946.1, CM084268_1_1508040.1, CM084268_1_3704024.0, CM084275_1_23104495.0, CM084265_1_71831409.0, CM084265_1_73060616.1, CM084276_1_38960936.0, CM084274_1_4734039.0, CM084276_1_2855158.1, CM084270_1_39396180.1, CM084267_1_52896140.0, CM084279_1_1070763.0, CM084266_1_57882616.1, CM084277_1_18546601.0, CM084266_1_68322173.1, CM084266_1_65580309.0, CM084265_1_69004214.1, CM084269_1_4636406.0, CM084268_1_18519472.0"
"159","adapter_trim.F2-J49-pH75.bam","adapter_trim.F1-B12-pH75.bam","adapter_trim.F1-B8-pH8.bam","-1.33","2","2","TRUE","CM084264_1_64874049.1, CM084268_1_2720910.0, CM084274_1_4674060.1, CM084275_1_2509952.1, CM084264_1_70466154.1, CM084267_1_5168546.0, CM084268_1_49735217.0, CM084274_1_4708223.1, CM084270_1_47077551.0, CM084267_1_2652515.1, CM084265_1_46089269.0, CM084273_1_31862642.0, CM084264_1_68688357.1, CM084267_1_51033717.0, CM084266_1_69314162.1, CM084268_1_28845513.0, CM084278_1_20630020.0, CM084272_1_33597692.1, CM084269_1_15827890.1, CM084266_1_58086157.1, CM084274_1_21933138.0, CM084264_1_70175564.1, CM084266_1_65309860.0, CM084278_1_16774023.1, CM084265_1_64736906.1, CM084265_1_1816564.1, CM084268_1_50216526.0, CM084277_1_30631457.1, CM084268_1_298790.0, CM084270_1_26884058.0, CM084265_1_68808156.0, CM084269_1_12905566.0, CM084271_1_1054026.1, CM084264_1_34301201.0, CM084277_1_18545014.0, CM084265_1_785374.1, CM084268_1_1326643.1, CM084264_1_15064138.0, CM084279_1_10157014.1, CM084277_1_18546604.0, CM084267_1_30270830.1, CM084264_1_73312740.0, CM084264_1_64489814.1, CM084265_1_72986756.0, CM084275_1_39780958.1, CM084267_1_51167077.0, CM084275_1_39774878.1, CM084266_1_69051064.1, CM084277_1_30623529.0, CM084267_1_13226543.0"
"160","adapter_trim.F2-J61-pH75.bam","adapter_trim.F1-B6-pH75.bam","adapter_trim.F1-B9-pH75.bam","-0.55","1, 4","2","FALSE","CM084278_1_30230906.0, CM084276_1_38772810.0, CM084265_1_70607188.1, CM084269_1_43524393.0, CM084269_1_15827787.1, CM084267_1_51167077.1, CM084278_1_20591181.1, CM084271_1_44091713.1, CM084266_1_65347099.1, CM084276_1_25809361.0, CM084277_1_36522229.1, CM084264_1_70174668.0, CM084274_1_4708745.1, CM084279_1_10150672.0, CM084265_1_72368258.0, CM084265_1_71463753.0, CM084264_1_69539449.1, CM084264_1_8112674.0, CM084264_1_64874708.0, CM084271_1_379038.1, CM084269_1_45280043.1, CM084264_1_26773648.1, CM084269_1_12905587.1, CM084274_1_6125560.1, CM084271_1_43849246.1, CM084270_1_4921106.1, CM084264_1_72912659.1, CM084266_1_71166435.0, CM084267_1_2908966.0, CM084272_1_1894337.0, CM084271_1_44073407.1, CM084264_1_68688963.0, CM084266_1_68643487.1, CM084275_1_524596.1, CM084264_1_75506833.1, CM084279_1_10153273.0, CM084272_1_18574376.1, CM084268_1_28845509.1, CM084268_1_3697725.1, CM084274_1_4808183.1, CM084278_1_22667307.1, CM084265_1_73060898.1, CM084271_1_379011.0, CM084277_1_29780116.0, CM084265_1_72091374.1, CM084272_1_1891463.1, CM084269_1_1580179.1, CM084265_1_64832883.1, CM084271_1_44077341.0, CM084271_1_3807705.0"
"161","adapter_trim.F2-J84-pH8.bam","adapter_trim.F1-B21-pH8.bam","adapter_trim.F1-B9-pH75.bam","-0.77","2, 4","2","TRUE","CM084277_1_18535852.1, CM084269_1_15828546.0, CM084278_1_22667330.0, CM084279_1_10149547.1, CM084266_1_57882606.1, CM084275_1_25393422.0, CM084265_1_71853183.1, CM084264_1_26773648.0, CM084271_1_3820373.0, CM084264_1_73300783.1, CM084270_1_12307511.1, CM084273_1_31863671.1, CM084270_1_13944196.1, CM084266_1_64164380.0, CM084274_1_4812118.0, CM084265_1_59221155.0, CM084271_1_3821269.1, CM084278_1_29698392.1, CM084264_1_6151081.0, CM084269_1_15823100.0, CM084264_1_73931084.1, CM084268_1_18512752.1, CM084275_1_66811.0, CM084274_1_34977123.1, CM084265_1_72986696.1, CM084277_1_36519491.1, CM084272_1_33607296.0, CM084268_1_276461.1, CM084276_1_38117403.1, CM084266_1_70181797.0, CM084265_1_70799357.0, CM084278_1_23555170.0, CM084269_1_46858338.1, CM084269_1_15809861.1, CM084275_1_38169337.0, CM084269_1_1567462.1, CM084274_1_4789233.1, CM084274_1_4769088.1, CM084278_1_23542095.1, CM084267_1_9176045.0, CM084274_1_4792092.0, CM084270_1_8244653.1, CM084275_1_39394528.0, CM084273_1_31863671.0, CM084266_1_59356462.1, CM084264_1_8099092.1, CM084264_1_71816897.0, CM084277_1_30629891.0, CM084266_1_69545761.1, CM084265_1_59221281.0"
"162","adapter_trim.F2-B3-pH75.bam","adapter_trim.F1-B25-pH8.bam","adapter_trim.F1-B9-pH75.bam","-1.13","3","2","FALSE","CM084266_1_71166412.1, CM084275_1_675849.0, CM084267_1_50392692.0, CM084265_1_60215543.0, CM084264_1_26771545.1, CM084269_1_15823954.0, CM084264_1_72054052.1, CM084277_1_31296172.1, CM084272_1_18193991.1, CM084266_1_23321836.1, CM084271_1_39686056.1, CM084277_1_28144351.1, CM084265_1_69381619.1, CM084270_1_10495951.1, CM084264_1_75512070.1, CM084279_1_32644179.1, CM084271_1_3821130.1, CM084264_1_8112731.0, CM084277_1_30168398.0, CM084269_1_35627230.0, CM084276_1_2841302.1, CM084265_1_71925203.0, CM084267_1_9175849.1, CM084269_1_15827787.0, CM084267_1_2081906.0, CM084267_1_52092644.1, CM084264_1_70456947.1, CM084276_1_1852865.1, CM084278_1_22654720.0, CM084268_1_37774069.0, CM084264_1_26771529.1, CM084267_1_52896140.0, CM084278_1_20591212.1, CM084273_1_31862642.0, CM084279_1_10156946.0, CM084274_1_12659015.1, CM084268_1_28855770.1, CM084274_1_4863779.1, CM084268_1_3699581.1, CM084269_1_40337595.0, CM084279_1_16586112.1, CM084267_1_51346515.1, CM084276_1_12399731.1, CM084276_1_12383618.0, CM084264_1_73283219.1, CM084264_1_75512053.1, CM084279_1_31409052.0, CM084272_1_33597658.1, CM084266_1_67736800.0, CM084270_1_9413173.1"
"163","adapter_trim.F2-J12-pH75.bam","adapter_trim.F1-B17-pH75.bam","adapter_trim.F1-B9-pH75.bam","-0.92","1","2","FALSE","CM084268_1_24031246.1, CM084277_1_31027262.1, CM084278_1_23555170.1, CM084274_1_4694239.0, CM084265_1_68072879.0, CM084271_1_44069731.0, CM084279_1_10147738.1, CM084265_1_71794141.1, CM084268_1_50323846.1, CM084265_1_64969585.1, CM084276_1_11705154.0, CM084277_1_28144351.0, CM084267_1_52593775.0, CM084277_1_29782029.1, CM084275_1_35720341.1, CM084266_1_58099055.1, CM084272_1_43469487.1, CM084268_1_49533758.1, CM084276_1_1856653.0, CM084268_1_50200545.1, CM084271_1_37237149.0, CM084278_1_23536960.1, CM084264_1_70355122.0, CM084267_1_6418250.1, CM084269_1_35642171.1, CM084265_1_70607188.0, CM084270_1_42348997.0, CM084276_1_38558590.0, CM084267_1_2135737.1, CM084269_1_12905592.1, CM084275_1_524597.1, CM084264_1_15064138.1, CM084274_1_4694522.1, CM084268_1_24030546.1, CM084275_1_39394528.1, CM084274_1_4726637.1, CM084264_1_34294487.1, CM084268_1_3695260.0, CM084267_1_51241061.0, CM084267_1_2908860.0, CM084265_1_71925176.1, CM084266_1_66418368.1, CM084271_1_44075859.0, CM084264_1_6956767.1, CM084264_1_26777914.1, CM084266_1_70531191.1, CM084271_1_257113.1, CM084267_1_9175849.1, CM084265_1_1062091.1, CM084265_1_68525973.1"
"164","adapter_trim.F2-J68-pH75.bam","adapter_trim.F1-B8-pH8.bam","adapter_trim.F1-B9-pH8.bam","0.01","1","1, 4","TRUE","CM084266_1_69050667.1, CM084273_1_31863596.0, CM084265_1_68806446.0, CM084273_1_32698908.0, CM084265_1_3130640.1, CM084275_1_120896.1, CM084267_1_9176202.0, CM084279_1_10156951.1, CM084279_1_1073112.0, CM084266_1_69625503.1, CM084269_1_43524393.0, CM084274_1_42855649.0, CM084266_1_63195133.0, CM084271_1_3821125.1, CM084273_1_42294202.0, CM084269_1_35627068.0, CM084278_1_5144637.1, CM084265_1_64586071.0, CM084265_1_68868190.0, CM084276_1_4238165.0, CM084275_1_39776646.1, CM084268_1_28855779.1, CM084265_1_72368204.0, CM084265_1_71828881.1, CM084264_1_34293018.0, CM084267_1_52092644.0, CM084278_1_23542095.1, CM084264_1_26771529.1, CM084264_1_70456944.0, CM084267_1_13229666.0, CM084267_1_52593775.0, CM084268_1_24031324.1, CM084270_1_8242309.0, CM084275_1_23095308.1, CM084274_1_4863048.1, CM084265_1_69913707.1, CM084264_1_74989681.1, CM084272_1_33452069.1, CM084265_1_3130640.0, CM084274_1_34977123.0, CM084269_1_42862779.0, CM084275_1_4345708.1, CM084266_1_68919260.1, CM084266_1_23295918.1, CM084264_1_73927104.1, CM084274_1_4863996.0, CM084264_1_71189810.0, CM084266_1_58086170.0, CM084275_1_35717367.0, CM084271_1_3814146.0"
"165","adapter_trim.F2-J83-pH8.bam","adapter_trim.F1-B11-pH75.bam","adapter_trim.F1-B9-pH8.bam","-0.46","2, 4","1, 4","TRUE","CM084275_1_19996655.0, CM084264_1_70471577.1, CM084271_1_44091713.0, CM084266_1_58087784.0, CM084268_1_49721922.0, CM084277_1_4875961.1, CM084269_1_42862775.0, CM084274_1_4726637.1, CM084279_1_161074.1, CM084274_1_4695002.1, CM084276_1_1625215.1, CM084276_1_1500412.0, CM084265_1_54591404.0, CM084271_1_44075859.1, CM084264_1_73312740.1, CM084267_1_9175515.1, CM084277_1_5804354.0, CM084274_1_4869977.1, CM084271_1_44106803.0, CM084276_1_20157320.0, CM084276_1_38072621.0, CM084275_1_2509950.0, CM084275_1_39774878.1, CM084265_1_71899674.1, CM084268_1_298790.1, CM084271_1_44107457.0, CM084276_1_7202997.1, CM084268_1_3695238.0, CM084279_1_1871842.1, CM084271_1_43868181.1, CM084266_1_68519869.0, CM084265_1_73060895.0, CM084275_1_25395480.1, CM084264_1_72117233.0, CM084266_1_38532340.1, CM084275_1_29098876.0, CM084264_1_26773650.1, CM084266_1_65576813.0, CM084274_1_4789233.0, CM084266_1_23298342.1, CM084269_1_1549393.1, CM084267_1_52593733.0, CM084269_1_35627219.1, CM084274_1_4793084.0, CM084274_1_4863175.0, CM084279_1_992716.1, CM084279_1_10149547.0, CM084265_1_68806446.0, CM084265_1_73060810.0, CM084268_1_3691150.0"
"166","adapter_trim.F2-J104-pH8.bam","adapter_trim.F1-B15-pH8.bam","adapter_trim.F1-B9-pH8.bam","0.5","1, 4","1, 4","TRUE","CM084265_1_70979980.0, CM084266_1_50301553.0, CM084265_1_64585921.1, CM084277_1_29208395.1, CM084267_1_6420853.0, CM084266_1_63466127.0, CM084275_1_39781020.0, CM084272_1_43331300.0, CM084265_1_64832883.0, CM084268_1_49719731.1, CM084264_1_68685021.0, CM084274_1_4708735.1, CM084266_1_62460058.0, CM084264_1_12084114.0, CM084269_1_45280043.0, CM084276_1_20157320.0, CM084276_1_38961028.1, CM084269_1_41819713.1, CM084276_1_38785504.0, CM084273_1_4090291.1, CM084271_1_37244938.0, CM084275_1_1304750.1, CM084274_1_4726638.0, CM084264_1_8112731.1, CM084274_1_4863301.1, CM084268_1_24031324.1, CM084265_1_59221308.1, CM084279_1_1892713.0, CM084273_1_214007.1, CM084267_1_5165677.1, CM084277_1_30611507.1, CM084272_1_33597658.1, CM084264_1_69902275.0, CM084270_1_42348998.1, CM084264_1_74721251.1, CM084267_1_13261500.1, CM084266_1_70400233.0, CM084279_1_10151202.1, CM084268_1_50681546.0, CM084273_1_31862197.0, CM084272_1_33617974.0, CM084272_1_1596807.0, CM084276_1_38096618.0, CM084270_1_47077463.0, CM084274_1_5046195.0, CM084274_1_4869791.1, CM084271_1_26332994.0, CM084264_1_66439628.0, CM084277_1_30626985.0, CM084271_1_43849282.1"
"167","adapter_trim.F2-J122-pH8.bam","adapter_trim.F1-B25-pH8.bam","adapter_trim.F1-B9-pH8.bam","-1.02","3","1, 4","FALSE","CM084264_1_69275359.1, CM084268_1_50225502.0, CM084269_1_12904900.0, CM084275_1_35722058.0, CM084278_1_22667324.0, CM084264_1_75278242.1, CM084279_1_160989.1, CM084264_1_69757037.0, CM084265_1_65322123.1, CM084273_1_31862397.1, CM084268_1_50216537.0, CM084269_1_47265457.0, CM084272_1_33616442.1, CM084272_1_1704343.1, CM084278_1_22667296.1, CM084276_1_38775936.0, CM084269_1_15813150.1, CM084265_1_72091374.0, CM084264_1_66439902.1, CM084272_1_1308683.0, CM084266_1_70706208.0, CM084276_1_37352422.1, CM084265_1_58487818.0, CM084264_1_72117194.1, CM084264_1_6517724.0, CM084268_1_273292.0, CM084276_1_1500414.0, CM084271_1_3819544.0, CM084264_1_69294926.0, CM084274_1_4708745.0, CM084274_1_4723640.1, CM084265_1_72368147.0, CM084277_1_29208305.1, CM084264_1_70355125.1, CM084265_1_70589365.1, CM084278_1_5144752.0, CM084276_1_38450614.0, CM084270_1_972098.1, CM084264_1_26771545.1, CM084265_1_64735183.0, CM084277_1_30631454.1, CM084271_1_44077305.1, CM084276_1_54402.1, CM084276_1_2841302.1, CM084267_1_5165677.1, CM084274_1_4694578.1, CM084265_1_68806414.0, CM084264_1_66525866.0, CM084269_1_43524558.0, CM084272_1_11675308.1"
